Date, Open, High, Low, Close, Volume
05/10/18, 187.74, 190.37, 187.65, 190.04, 27989289
05/09/18, 186.55, 187.40, 185.22, 187.36, 23211241
05/08/18, 184.99, 186.22, 183.665, 186.05, 28402777
05/07/18, 185.18, 187.67, 184.75, 185.16, 42451423
05/04/18, 178.25, 184.25, 178.17, 183.83, 56201317
05/03/18, 175.88, 177.50, 174.4411, 176.89, 34068180
05/02/18, 175.225, 177.75, 173.80, 176.57, 66539371
05/01/18, 166.4102, 169.20, 165.27, 169.10, 53569376
04/30/18, 162.1302, 167.26, 161.84, 165.26, 42427424
04/27/18, 164.00, 164.33, 160.63, 162.32, 35655839
04/26/18, 164.12, 165.73, 163.37, 164.22, 27963014
04/25/18, 162.62, 165.42, 162.41, 163.65, 28382084
04/24/18, 165.67, 166.33, 161.2201, 162.94, 33692017
04/23/18, 166.835, 166.92, 164.09, 165.24, 36515477
04/20/18, 170.595, 171.2184, 165.43, 165.72, 65491140
04/19/18, 174.95, 175.39, 172.66, 172.80, 34808800
04/18/18, 177.81, 178.82, 176.88, 177.84, 20754538
04/17/18, 176.49, 178.9365, 176.41, 178.24, 26605442
04/16/18, 175.0301, 176.19, 174.8301, 175.82, 21578420
04/13/18, 174.78, 175.84, 173.85, 174.73, 25124255
04/12/18, 173.41, 175.00, 173.04, 174.14, 22889285
04/11/18, 172.23, 173.9232, 171.70, 172.44, 22431640
04/10/18, 173.00, 174.00, 171.53, 173.25, 28614241
04/09/18, 169.88, 173.09, 169.845, 170.05, 29017718
04/06/18, 170.97, 172.48, 168.20, 168.38, 35005290
04/05/18, 172.58, 174.2304, 172.08, 172.80, 26933197
04/04/18, 164.88, 172.01, 164.77, 171.61, 34605489
04/03/18, 167.64, 168.7455, 164.88, 168.39, 30278046
04/02/18, 166.64, 168.94, 164.47, 166.68, 37586791
03/29/18, 167.805, 171.75, 166.90, 167.78, 38398505
03/28/18, 167.25, 170.02, 165.19, 166.48, 41668545
03/27/18, 173.68, 175.15, 166.92, 168.34, 40922579
03/26/18, 168.07, 173.10, 166.44, 172.77, 37541236
03/23/18, 168.39, 169.92, 164.94, 164.94, 41028784
03/22/18, 170.00, 172.68, 168.60, 168.85, 41490767
03/21/18, 175.04, 175.09, 171.26, 171.27, 37054935
03/20/18, 175.24, 176.80, 174.94, 175.24, 19649350
03/19/18, 177.32, 177.47, 173.66, 175.30, 33446771
03/16/18, 178.65, 179.12, 177.62, 178.02, 39404688
03/15/18, 178.50, 180.24, 178.0701, 178.65, 22743798
03/14/18, 180.32, 180.52, 177.81, 178.44, 29368356
03/13/18, 182.59, 183.50, 179.24, 179.97, 31693529
03/12/18, 180.29, 182.39, 180.21, 181.72, 32207081
03/09/18, 177.96, 180.00, 177.39, 179.98, 32130605
03/08/18, 175.48, 177.12, 175.07, 176.94, 23774107
03/07/18, 174.94, 175.85, 174.27, 175.03, 31703462
03/06/18, 177.91, 178.25, 176.13, 176.67, 23788506
03/05/18, 175.21, 177.74, 174.52, 176.82, 28401366
03/02/18, 172.80, 176.30, 172.45, 176.21, 38453950
03/01/18, 178.54, 179.775, 172.66, 175.00, 48801970
02/28/18, 179.26, 180.615, 178.05, 178.12, 37782138
02/27/18, 179.10, 180.48, 178.16, 178.39, 38928125
02/26/18, 176.35, 179.39, 176.21, 178.97, 38162174
02/23/18, 173.67, 175.65, 173.54, 175.50, 33812360
02/22/18, 171.80, 173.95, 171.71, 172.50, 30991940
02/21/18, 172.83, 174.12, 171.01, 171.07, 37471623
02/20/18, 172.05, 174.26, 171.42, 171.85, 33930540
02/16/18, 172.36, 174.82, 171.77, 172.43, 40176091
02/15/18, 169.79, 173.09, 169.00, 172.99, 51147171
02/14/18, 163.045, 167.54, 162.88, 167.37, 40644933
02/13/18, 161.95, 164.75, 161.65, 164.34, 32549163
02/12/18, 158.50, 163.89, 157.51, 162.71, 60819539
02/09/18, 157.07, 157.89, 150.24, 156.41, 70672608
02/08/18, 160.29, 161.00, 155.03, 155.15, 54390516
02/07/18, 163.085, 163.40, 159.0685, 159.54, 51608580
02/06/18, 154.83, 163.72, 154.00, 163.03, 68243838
02/05/18, 159.10, 163.88, 156.00, 156.49, 72738522
02/02/18, 166.00, 166.80, 160.10, 160.50, 86593825
02/01/18, 167.165, 168.62, 166.76, 167.78, 47230787
01/31/18, 166.87, 168.4417, 166.50, 167.43, 32478930
01/30/18, 165.525, 167.37, 164.70, 166.97, 46048185
01/29/18, 170.16, 170.16, 167.07, 167.96, 50640406
01/26/18, 172.00, 172.00, 170.06, 171.51, 39143011
01/25/18, 174.505, 174.95, 170.53, 171.11, 41529004
01/24/18, 177.25, 177.30, 173.20, 174.22, 51105090
01/23/18, 177.30, 179.44, 176.82, 177.04, 32689146
01/22/18, 177.30, 177.78, 176.6016, 177.00, 27108551
01/19/18, 178.61, 179.58, 177.41, 178.46, 32425067
01/18/18, 179.37, 180.10, 178.25, 179.26, 31193352
01/17/18, 176.15, 179.25, 175.07, 179.10, 34386836
01/16/18, 177.90, 179.39, 176.14, 176.19, 29565947
01/12/18, 176.18, 177.36, 175.65, 177.09, 25418080
01/11/18, 174.59, 175.4886, 174.49, 175.28, 18667729
01/10/18, 173.16, 174.30, 173.00, 174.29, 23959895
01/09/18, 174.55, 175.06, 173.41, 174.33, 21583997
01/08/18, 174.35, 175.61, 173.93, 174.35, 20567766
01/05/18, 173.44, 175.37, 173.05, 175.00, 23660018
01/04/18, 172.54, 173.47, 172.08, 173.03, 22434597
01/03/18, 172.53, 174.55, 171.96, 172.23, 29517899
01/02/18, 170.16, 172.30, 169.26, 172.26, 25555934
