Date, Open, High, Low, Close, Volume
01/22/18, 78.24, 78.90, 78.05, 78.59, 11561072
01/19/18, 77.57, 78.38, 77.43, 78.30, 17813995
01/18/18, 77.66, 77.70, 77.08, 77.39, 15420833
01/17/18, 76.89, 77.6568, 76.10, 77.47, 20958364
01/16/18, 77.76, 78.44, 76.79, 77.11, 26181356
01/12/18, 75.90, 76.96, 75.78, 76.84, 16946726
01/11/18, 75.98, 76.02, 75.14, 75.56, 15459949
01/10/18, 75.70, 76.2833, 75.37, 75.65, 14007988
01/09/18, 74.76, 75.89, 74.6099, 75.31, 14209525
01/08/18, 75.17, 75.24, 74.331, 74.53, 14215682
01/05/18, 75.71, 75.77, 74.96, 75.41, 15300543
01/04/18, 75.01, 76.115, 74.66, 75.51, 16864920
01/03/18, 74.35, 74.7356, 73.97, 74.59, 14657944
01/02/18, 75.09, 75.18, 74.015, 74.36, 15819844
